INT1	INT2	Co-expression	Genetic interactions	Protein-protein interactions (high-throughput)	Domain co-occurrence	Genomic context	Phylogenetic similarity	Predicted from 3D structure	Conditional genetic interactions	Co-citation	Protein-protein interactions (low-throughput)	Co-expression	Genetic interactions	Protein-protein interactions (high-throughput)	Domain co-occurrence	Genomic context	Phylogenetic similarity	Predicted from 3D structure	Conditional genetic interactions	Co-citation	Protein-protein interactions (low-throughput)
MPA43	SLG1	0.000	0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	SEC2	0.000	0.445	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	VTC3	0.326	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22380681	0	0	0	0	0	0	0	0	0
MPA43	MSN4	0.000	0.148	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	AFT1	0.000	0.116	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	AFT2	0.506	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18854817	0	0	0	0	0	0	0	0	0
MPA43	BEM1	0.000	0.385	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	KIC1	0.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22380681	0	0	0	0	0	0	0	0	0
MPA43	MDH1	0.000	0.696	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	SNF1	0.000	0.404	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	MCR1	0.000	0.532	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	TIM18	0.000	0.240	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	PTP1	0.000	0.220	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	TPK2	0.000	0.408	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	RSB1	0.000	0.581	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	TOS3	0.809	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22380681	0	0	0	0	0	0	0	0	0
MPA43	YCK3	0.000	0.216	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	TEF1	0.000	0.000	0.482	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	16429126	0	0	0	0	0	0	0
MPA43	KES1	0.000	0.219	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	GPD1	0.000	0.376	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	ATG26	0.000	0.212	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	NTH1	0.000	0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	TPS2	0.000	0.434	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	FAB1	0.000	0.176	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	STT4	0.000	0.192	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	GOR1	0.000	0.737	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	HFD1	0.000	0.231	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	CYC7	0.000	0.329	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	QCR10	0.000	0.146	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	OYE2	0.325	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22380681	0	0	0	0	0	0	0	0	0
MPA43	VMA2	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	16429126	0	0	0	0	0	0	0
MPA43	TAZ1	0.000	0.662	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	DOA4	0.645	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22380681	0	0	0	0	0	0	0	0	0
MPA43	MGR1	0.835	0.628	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22380681	21987634	0	0	0	0	0	0	0	0
MPA43	VPS73	0.000	0.472	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	IWR1	0.412	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17166056	0	0	0	0	0	0	0	0	0
MPA43	YBR137W	0.697	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22380681	0	0	0	0	0	0	0	0	0
MPA43	MSP1	0.811	0.659	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22380681	21987634	0	0	0	0	0	0	0	0
MPA43	FMC1	0.000	0.525	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	AIM5	0.000	0.528	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	FCJ1	0.000	0.636	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	AIM13	0.000	0.516	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	AIM37	0.000	0.339	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
MPA43	TCD2	0.000	0.246	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
GPM2	KKQ8	0.293	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17043222	0	0	0	0	0	0	0	0	0
GPM2	RTK1	0.670	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Stanford Microarray Database Osmotic	0	0	0	0	0	0	0	0	0
GPM2	YET2	0.503	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24170935	0	0	0	0	0	0	0	0	0
GPM2	YIL055C	0.973	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17043222	0	0	0	0	0	0	0	0	0
GPM2	YDL027C	0.937	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17043222	0	0	0	0	0	0	0	0	0
GPM2	YDL057W	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GSE25582	0	0	0	0	0	0	0	0	0
GPM2	UGX2	0.828	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20581845	0	0	0	0	0	0	0	0	0
GPM2	YGR130C	0.892	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15616569	0	0	0	0	0	0	0	0	0
GPM2	YLR312C	0.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20581845	0	0	0	0	0	0	0	0	0
GPM2	YPL109C	0.265	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17043222	0	0	0	0	0	0	0	0	0
GPM2	UIP4	0.996	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17043222	0	0	0	0	0	0	0	0	0
GPM2	ATG10	0.530	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GSE20108	0	0	0	0	0	0	0	0	0
GPM2	KIN82	0.411	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17043222	0	0	0	0	0	0	0	0	0
GPM2	MRK1	0.258	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20971184	0	0	0	0	0	0	0	0	0
GPM2	IKS1	0.462	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17043222	0	0	0	0	0	0	0	0	0
GPM2	PPM1	0.487	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15616569	0	0	0	0	0	0	0	0	0
GPM2	MBR1	0.230	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22289124	0	0	0	0	0	0	0	0	0
GPM2	ULA1	0.524	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20581845	0	0	0	0	0	0	0	0	0
GPM2	AIM17	0.799	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15616569	0	0	0	0	0	0	0	0	0
GPM2	VPS15	0.602	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22289124	0	0	0	0	0	0	0	0	0
GPM2	PEP12	0.846	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15616569	0	0	0	0	0	0	0	0	0
GPM2	RAV1	0.525	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17043222	0	0	0	0	0	0	0	0	0
GPM2	ATG8	0.927	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Stanford Microarray Database Cell Cycle	0	0	0	0	0	0	0	0	0
GPM2	ATG12	0.837	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17043222	0	0	0	0	0	0	0	0	0
GPM2	ATG9	0.797	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20581845	0	0	0	0	0	0	0	0	0
GPM2	ATG1	0.564	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20581845	0	0	0	0	0	0	0	0	0
GPM2	ATG2	0.436	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
GPM2	ATG3	0.896	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24170935	0	0	0	0	0	0	0	0	0
GPM2	ATG7	0.405	0.000	0.000	0.000	0.470	0.000	0.000	0.000	0.000	0.000	22289124	0	0	0	24165882	0	0	0	0	0
GPM2	ATG14	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22289124	0	0	0	0	0	0	0	0	0
GPM2	VPS8	0.616	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
GPM2	VPS27	0.444	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20581845	0	0	0	0	0	0	0	0	0
GPM2	GGA1	0.769	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15616569	0	0	0	0	0	0	0	0	0
GPM2	VTI1	0.915	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Stanford Microarray Database Osmotic	0	0	0	0	0	0	0	0	0
GPM2	DUN1	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GSE25582	0	0	0	0	0	0	0	0	0
GPM2	YIM1	0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GSE23012	0	0	0	0	0	0	0	0	0
GPM2	DDR2	0.886	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
GPM2	AOS1	0.748	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18463633	0	0	0	0	0	0	0	0	0
GPM2	PCL5	0.255	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21474073	0	0	0	0	0	0	0	0	0
GPM2	SIC1	0.142	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22745270	0	0	0	0	0	0	0	0	0
GPM2	PTK2	0.247	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20581845	0	0	0	0	0	0	0	0	0
GPM2	RTC2	0.859	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15616569	0	0	0	0	0	0	0	0	0
GPM2	ATG22	0.572	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
GPM2	ADR1	0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24170935	0	0	0	0	0	0	0	0	0
GPM2	LMO1	0.468	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17043222	0	0	0	0	0	0	0	0	0
GPM2	PKH1	0.209	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19536156	0	0	0	0	0	0	0	0	0
GPM2	UBI4	0.812	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24170935	0	0	0	0	0	0	0	0	0
GPM2	UBA1	0.000	0.000	0.560	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	18467557	0	0	0	0	0	0	0
GPM2	SAF1	0.446	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22745270	0	0	0	0	0	0	0	0	0
GPM2	KCC4	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GSE25582	0	0	0	0	0	0	0	0	0
GPM2	TPK1	0.967	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15616569	0	0	0	0	0	0	0	0	0
GPM2	RNY1	0.924	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17166056	0	0	0	0	0	0	0	0	0
GPM2	COG8	0.351	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22745270	0	0	0	0	0	0	0	0	0
GPM2	COG5	0.180	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22745270	0	0	0	0	0	0	0	0	0
GPM2	MSN1	0.233	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17043222	0	0	0	0	0	0	0	0	0
GPM2	RAS2	0.185	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GSE25582	0	0	0	0	0	0	0	0	0
GPM2	CIS1	0.919	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18854817	0	0	0	0	0	0	0	0	0
GPM2	ATG33	0.833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Stanford Microarray Database Osmotic	0	0	0	0	0	0	0	0	0
GPM2	ATG34	0.846	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22719263	0	0	0	0	0	0	0	0	0
GPM2	PEP4	0.514	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18854817	0	0	0	0	0	0	0	0	0
GPM2	MON1	0.916	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17043222	0	0	0	0	0	0	0	0	0
GPM2	ATG15	0.415	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24170935	0	0	0	0	0	0	0	0	0
GPM2	TAX4	0.404	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17043222	0	0	0	0	0	0	0	0	0
GPM2	ATG19	0.980	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22719263	0	0	0	0	0	0	0	0	0
GPM2	NVJ1	0.476	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22745270	0	0	0	0	0	0	0	0	0
GPM2	ATG36	0.614	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17043222	0	0	0	0	0	0	0	0	0
GPM2	VTC3	0.998	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GSE20108	0	0	0	0	0	0	0	0	0
GPM2	MSN4	0.663	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
GPM2	ZAP1	0.323	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
GPM2	VID28	0.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17043222	0	0	0	0	0	0	0	0	0
GPM2	RVS161	0.590	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24170935	0	0	0	0	0	0	0	0	0
GPM2	YPK1	0.732	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23435897	0	0	0	0	0	0	0	0	0
GPM2	SDS24	0.959	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15616569	0	0	0	0	0	0	0	0	0
GPM2	MDH1	0.737	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18854817	0	0	0	0	0	0	0	0	0
GPM2	GUT2	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23435897	0	0	0	0	0	0	0	0	0
GPM2	SIP2	0.539	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
GPM2	HSP104	0.595	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GSE25582	0	0	0	0	0	0	0	0	0
GPM2	UGA2	0.303	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22289124	0	0	0	0	0	0	0	0	0
GPM2	MCR1	0.615	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20581845	0	0	0	0	0	0	0	0	0
GPM2	CMK1	0.249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19804647	0	0	0	0	0	0	0	0	0
GPM2	CMK2	0.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22745270	0	0	0	0	0	0	0	0	0
GPM2	TPK2	0.516	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15616569	0	0	0	0	0	0	0	0	0
GPM2	CSG2	0.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22745270	0	0	0	0	0	0	0	0	0
GPM2	AKL1	0.659	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22745270	0	0	0	0	0	0	0	0	0
GPM2	NNK1	0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17043222	0	0	0	0	0	0	0	0	0
GPM2	KIN1	0.332	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
GPM2	FMP48	0.112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22384390	0	0	0	0	0	0	0	0	0
GPM2	YAK1	0.555	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20581845	0	0	0	0	0	0	0	0	0
GPM2	KNS1	0.492	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24170935	0	0	0	0	0	0	0	0	0
GPM2	RIM11	0.296	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21971086	0	0	0	0	0	0	0	0	0
GPM2	TDA1	0.893	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24170935	0	0	0	0	0	0	0	0	0
GPM2	HRK1	0.491	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24170935	0	0	0	0	0	0	0	0	0
GPM2	YKL100C	0.076	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22745270	0	0	0	0	0	0	0	0	0
GPM2	PRB1	0.738	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15616569	0	0	0	0	0	0	0	0	0
GPM2	GAL7	0.563	0.000	0.000	0.000	0.444	0.000	0.000	0.000	0.000	0.000	22719263	0	0	0	24165882	0	0	0	0	0
GPM2	GPD1	0.938	0.000	0.000	0.000	0.163	0.000	0.000	0.000	0.000	0.000	24170935	0	0	0	24165882	0	0	0	0	0
GPM2	NTH1	0.877	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17043222	0	0	0	0	0	0	0	0	0
GPM2	TPS2	0.920	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
GPM2	PHO5	0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19158363	0	0	0	0	0	0	0	0	0
GPM2	GOR1	0.972	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17043222	0	0	0	0	0	0	0	0	0
GPM2	HFD1	0.969	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18854817	0	0	0	0	0	0	0	0	0
GPM2	CYC7	0.888	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
GPM2	TAZ1	0.556	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18854817	0	0	0	0	0	0	0	0	0
GPM2	PHM8	0.550	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21931566	0	0	0	0	0	0	0	0	0
GPM2	DOA1	0.233	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19158363	0	0	0	0	0	0	0	0	0
GPM2	YDR018C	0.727	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15616569	0	0	0	0	0	0	0	0	0
GPM2	SNO1	0.283	0.000	0.000	0.000	0.730	0.000	0.000	0.000	0.000	0.000	18854817	0	0	0	24165882	0	0	0	0	0
GPM2	VPS73	0.919	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GSE23012	0	0	0	0	0	0	0	0	0
GPM2	YPT53	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22719263	0	0	0	0	0	0	0	0	0
GPM2	SSH4	0.592	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23435897	0	0	0	0	0	0	0	0	0
GPM2	YDL199C	0.361	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22289124	0	0	0	0	0	0	0	0	0
GPM2	YBR137W	0.490	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GSE30054	0	0	0	0	0	0	0	0	0
GPM2	MSP1	0.582	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19536156	0	0	0	0	0	0	0	0	0
GPM2	COQ4	0.840	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20581845	0	0	0	0	0	0	0	0	0
GPM2	GYP7	0.666	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23435897	0	0	0	0	0	0	0	0	0
GPM2	TVP15	0.281	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19158363	0	0	0	0	0	0	0	0	0
GPM2	BXI1	0.879	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15616569	0	0	0	0	0	0	0	0	0
GPM2	FYV10	0.787	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20581845	0	0	0	0	0	0	0	0	0
GPM2	HSV2	0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22380681	0	0	0	0	0	0	0	0	0
GPM2	FMC1	0.192	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17043222	0	0	0	0	0	0	0	0	0
GPM2	AIM37	0.760	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Stanford Microarray Database Diauxic	0	0	0	0	0	0	0	0	0
YPK3	KDX1	0.000	0.000	0.000	0.760	0.000	0.667	0.360	0.000	0.000	0.000	0	0	0	24165882	0	24165882	12499311	0	0	0
YPK3	KKQ8	0.000	0.000	0.000	0.134	0.000	0.500	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
YPK3	RTK1	0.000	0.000	0.000	0.396	0.360	0.725	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
YPK3	ISR1	0.000	0.000	0.000	0.396	0.071	0.014	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
YPK3	MCK1	0.000	0.000	0.000	0.760	0.323	0.581	0.807	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	12499311	0	0	0
YPK3	SSK22	0.000	0.000	0.000	0.000	0.702	0.799	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
YPK3	PKH3	0.000	0.000	0.000	0.760	0.000	0.928	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
YPK3	KIN82	0.000	0.000	0.000	0.431	0.000	0.925	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
YPK3	YGK3	0.000	0.000	0.000	0.396	0.684	0.711	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
YPK3	KIN3	0.000	0.000	0.000	0.396	0.733	0.317	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
YPK3	PTK1	0.000	0.000	0.000	0.019	0.269	0.463	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
YPK3	MRK1	0.000	0.000	0.000	0.760	0.767	0.271	0.881	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	12499311	0	0	0
YPK3	PRR2	0.000	0.000	0.000	0.396	0.000	0.533	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
YPK3	RCK1	0.000	0.000	0.000	0.760	0.917	0.673	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
YPK3	IKS1	0.000	0.000	0.000	0.134	0.000	0.099	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
YPK3	HAL5	0.000	0.000	0.000	0.134	0.000	0.464	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
YPK3	YPL150W	0.000	0.000	0.000	0.431	0.661	0.876	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
YPK3	PTC1	0.000	0.000	0.000	0.000	0.960	0.000	0.000	0.000	0.000	0.000	0	0	0	0	24165882	0	0	0	0	0
YPK3	TPK3	0.000	0.000	0.583	0.969	0.904	0.972	0.000	0.000	0.000	0.000	0	0	11805837	24165882	24165882	24165882	0	0	0	0
YPK3	VPS15	0.000	0.000	0.000	0.019	0.000	0.000	0.250	0.000	0.000	0.000	0	0	0	24165882	0	0	12499311	0	0	0
YPK3	STE20	0.000	0.000	0.000	0.000	0.399	0.878	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
YPK3	VPS9	0.281	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22719263	0	0	0	0	0	0	0	0	0
YPK3	CLA4	0.000	0.000	0.000	0.000	0.170	0.888	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
YPK3	VPS21	0.000	0.000	0.562	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	11805837	0	0	0	0	0	0	0
